ID;Date;Amount;SumS
17354;08.02.2025;3;1 063
37885;08.02.2025;3;1 774
17360;08.02.2025;3;683
35428;08.02.2025;7;1 189
33888;08.02.2025;9;2 893
37470;08.02.2025;8;9 468
35935;08.02.2025;5;1 391
39173;08.02.2025;5;1 879
33089;08.02.2025;4;717
38482;08.02.2025;5;4 033
37179;08.02.2025;2;1 663
36299;08.02.2025;7;2 137
37045;08.02.2025;7;2 250
35448;08.02.2025;1;179
38269;08.02.2025;5;929
38813;08.02.2025;2;871
33467;08.02.2025;3;1 129
36307;08.02.2025;7;15 454
38002;08.02.2025;4;1 634
38784;08.02.2025;15;8 297
37967;08.02.2025;13;4 941
39296;11.02.2025;3;2 397
13450;11.02.2025;2;359
32666;11.02.2025;1;553
38815;11.02.2025;4;1 936
36296;11.02.2025;7;1 374
39032;11.02.2025;8;4 148
21995;11.02.2025;9;1 614
27895;11.02.2025;9;2 486
40343;11.02.2025;4;690
39186;12.02.2025;4;2 213
37935;12.02.2025;7;3 387
40220;12.02.2025;8;2 210
17331;12.02.2025;5;1 139
39976;11.02.2025;5;3 458
36072;11.02.2025;6;8 677
39031;12.02.2025;6;3 111
38699;11.02.2025;7;4 114
39176;11.02.2025;9;2 175
39175;11.02.2025;2;483
1805;11.02.2025;8;5 533
37477;11.02.2025;2;691
11007;11.02.2025;9;7 471
40217;11.02.2025;4;1 105
9423;12.02.2025;2;359
8675;12.02.2025;2;359
39713;11.02.2025;82;14 135
39717;12.02.2025;1;172
37732;12.02.2025;4;773
30902;11.02.2025;2;1 106
37964;11.02.2025;5;2 939
31592;12.02.2025;66;15 032
38767;11.02.2025;9;3 394
17333;12.02.2025;5;1 139
37996;11.02.2025;8;2 210
37887;11.02.2025;8;3 041
36557;12.02.2025;5;2 247
38538;11.02.2025;4;2 213
38645;11.02.2025;6;3 527
37998;11.02.2025;4;1 105
33419;11.02.2025;12;2 069
4295;12.02.2025;5;2 939
39826;12.02.2025;15;6 740
39248;11.02.2025;8;3 041
40052;12.02.2025;2;552
32215;11.02.2025;8;1 822
39230;12.02.2025;6;2 904
39185;12.02.2025;3;1 659
37735;12.02.2025;1;179
38235;11.02.2025;8;4 702
37176;11.02.2025;8;9 468
39348;12.02.2025;31;12 652
35756;12.02.2025;6;3 812
38918;11.02.2025;2;1 247
37890;11.02.2025;4;2 766
9429;11.02.2025;9;2 510
24752;12.02.2025;5;1 139
32823;12.02.2025;5;1 033
35777;11.02.2025;5;3 416
17358;12.02.2025;25;8 857
30622;11.02.2025;5;5 918
35309;12.02.2025;6;3 095
40340;11.02.2025;8;1 379
40051;12.02.2025;9;2 486
36783;12.02.2025;5;3 804
39082;11.02.2025;3;683
39027;11.02.2025;9;6 848
30737;11.02.2025;8;4 425
39178;11.02.2025;8;3 007
34245;11.02.2025;7;6 777
32822;12.02.2025;5;1 607
36297;11.02.2025;6;1 832
33886;11.02.2025;6;1 929
37125;12.02.2025;1;321
37076;11.02.2025;4;1 292
37222;11.02.2025;4;2 968
32826;11.02.2025;4;1 286
39295;11.02.2025;9;7 744
17355;12.02.2025;67;23 738
32824;11.02.2025;5;1 607
34246;11.02.2025;5;5 379
32830;11.02.2025;8;2 572
36334;11.02.2025;6;5 163
19251;12.02.2025;2;1 570
40049;12.02.2025;4;1 719
38700;12.02.2025;2;2 152
40050;12.02.2025;5;1 381
39512;11.02.2025;6;1 574
17353;11.02.2025;5;1 771
38266;12.02.2025;45;14 465
3841;11.02.2025;5;862
37733;11.02.2025;5;1 526
22223;11.02.2025;5;1 771
1446;11.02.2025;42;49 708
34383;12.02.2025;5;849
38208;12.02.2025;7;2 631
39827;12.02.2025;9;7 744
30736;11.02.2025;4;2 766
39171;11.02.2025;5;4 841
39607;12.02.2025;6;2 901
36070;11.02.2025;5;7 231
32828;11.02.2025;8;1 653
33887;11.02.2025;9;1 860
38646;11.02.2025;9;5 290
17357;12.02.2025;16;3 644
30734;12.02.2025;3;1 244
36071;11.02.2025;5;7 231
27867;11.02.2025;6;3 319
39033;11.02.2025;7;4 357
22220;11.02.2025;4;911
40499;12.02.2025;4;943
39232;12.02.2025;4;3 011
35466;11.02.2025;4;2 063
36298;11.02.2025;7;2 137
39231;12.02.2025;9;7 259
37993;11.02.2025;5;1 139
38919;12.02.2025;12;9 033
40496;11.02.2025;6;2 904
35440;11.02.2025;8;1 545
39527;12.02.2025;1;553
37934;11.02.2025;3;1 244
34621;11.02.2025;13;3 906
35515;12.02.2025;11;6 846
39034;11.02.2025;15;7 778
38209;12.02.2025;18;4 349
39695;12.02.2025;5;3 458
38234;11.02.2025;41;24 098
35216;12.02.2025;4;2 666
39703;12.02.2025;2;601
39694;11.02.2025;44;47 337
39174;12.02.2025;5;1 879
3613;11.02.2025;7;1 877
27861;12.02.2025;5;4 302
37476;12.02.2025;5;2 687
40787;12.02.2025;3;2 075
17354;12.02.2025;6;2 126
39696;12.02.2025;6;6 455
38817;12.02.2025;64;25 654
17360;12.02.2025;5;1 771
37470;12.02.2025;5;3 804
37179;12.02.2025;3;1 604
33418;12.02.2025;1;172
37045;12.02.2025;1;207
35448;12.02.2025;1;179
39182;12.02.2025;6;2 073
37471;12.02.2025;4;1 719
33467;12.02.2025;5;1 881
35067;12.02.2025;5;1 033
37967;12.02.2025;4;1 520
39296;12.02.2025;11;8 789
13450;12.02.2025;3;538
38815;12.02.2025;5;2 420
36296;12.02.2025;7;1 374
27895;12.02.2025;7;1 934
39976;12.02.2025;9;6 225
38699;12.02.2025;6;3 527
39175;12.02.2025;4;966
38785;12.02.2025;4;2 213
11007;12.02.2025;11;9 131
39713;12.02.2025;5;862
30902;12.02.2025;25;13 829
22219;12.02.2025;5;1 139
37887;12.02.2025;16;6 081
37998;12.02.2025;17;4 696
39248;12.02.2025;8;3 041
37176;12.02.2025;41;31 195
5884;12.02.2025;1;415
37890;12.02.2025;7;4 841
31167;12.02.2025;8;1 545
37932;12.02.2025;8;3 041
33088;12.02.2025;8;1 434
39345;12.02.2025;9;2 361
40219;12.02.2025;6;2 578
39082;12.02.2025;4;1 417
30737;12.02.2025;4;3 442
34245;12.02.2025;1;968
33886;12.02.2025;1;207
38783;12.02.2025;1;860
39294;12.02.2025;2;1 245
38981;12.02.2025;5;1 479
37076;12.02.2025;7;1 453
32824;12.02.2025;8;2 572
37472;12.02.2025;5;1 381
3841;12.02.2025;8;1 379
1446;12.02.2025;8;6 087
39171;12.02.2025;6;5 809
33887;12.02.2025;7;2 250
17356;12.02.2025;9;3 189
39033;12.02.2025;7;6 777
34620;12.02.2025;2;601
35466;12.02.2025;2;1 032
39183;12.02.2025;9;4 044
35440;12.02.2025;8;1 545
34621;12.02.2025;6;1 803
39233;12.02.2025;9;7 259
39034;12.02.2025;7;5 646
36782;12.02.2025;2;1 522
39694;12.02.2025;7;7 531
3613;12.02.2025;6;1 034
39030;12.02.2025;9;5 290
40500;12.02.2025;8;1 653
35428;12.02.2025;7;1 189
33888;12.02.2025;31;6 406
33089;12.02.2025;1;279
37300;12.02.2025;14;10 539
36069;12.02.2025;19;42 744
37177;12.02.2025;8;9 468
32829;12.02.2025;12;2 480
38002;12.02.2025;7;4 449
37475;12.02.2025;7;2 418
39087;12.02.2025;7;6 850
28097;12.02.2025;7;1 014
39296;18.02.2025;44;35 156
13450;18.02.2025;2;359
32666;18.02.2025;1;553
38815;18.02.2025;1;484
36296;19.02.2025;1;196
27895;18.02.2025;4;1 105
40343;18.02.2025;4;690
32214;19.02.2025;1;449
36295;18.02.2025;6;1 034
36072;18.02.2025;7;10 124
38699;19.02.2025;2;1 176
39176;19.02.2025;14;3 383
39175;18.02.2025;12;2 899
38785;18.02.2025;11;6 085
37477;18.02.2025;1;345
11007;19.02.2025;1;830
39713;18.02.2025;5;862
30902;18.02.2025;2;1 106
37964;19.02.2025;15;8 816
37996;18.02.2025;2;552
22217;19.02.2025;7;1 594
38538;18.02.2025;55;30 423
38645;19.02.2025;1;588
33419;18.02.2025;5;862
8673;19.02.2025;5;897
32215;18.02.2025;4;911
37176;19.02.2025;5;3 804
38918;18.02.2025;5;2 004
5884;19.02.2025;21;8 708
39705;18.02.2025;7;1 352
37890;19.02.2025;5;3 458
9429;18.02.2025;5;897
31167;19.02.2025;1;193
35777;19.02.2025;4;1 757
13449;18.02.2025;8;1 434
30622;19.02.2025;6;4 565
36714;18.02.2025;5;2 523
39345;19.02.2025;9;2 361
40340;19.02.2025;7;1 877
40219;18.02.2025;8;3 438
39082;19.02.2025;9;3 189
30737;19.02.2025;1;860
39178;18.02.2025;16;6 014
36297;19.02.2025;13;2 551
33886;18.02.2025;4;827
38981;18.02.2025;2;591
37076;18.02.2025;1;208
37222;19.02.2025;16;11 872
32826;18.02.2025;51;16 394
32824;18.02.2025;16;5 143
32830;19.02.2025;14;4 500
36334;18.02.2025;5;4 302
24609;18.02.2025;5;4 571
37472;19.02.2025;4;1 105
17353;18.02.2025;7;1 594
39029;19.02.2025;16;5 527
3841;18.02.2025;8;1 379
22223;19.02.2025;4;911
1446;18.02.2025;8;6 087
30736;18.02.2025;8;8 607
39171;18.02.2025;8;7 745
36070;18.02.2025;4;8 999
32828;19.02.2025;4;1 286
33887;19.02.2025;7;2 250
38646;18.02.2025;5;4 571
17356;19.02.2025;7;2 480
36071;18.02.2025;5;11 248
27867;19.02.2025;7;6 023
39033;18.02.2025;5;4 841
34620;19.02.2025;5;1 502
22220;19.02.2025;4;1 417
9432;18.02.2025;4;1 116
35427;19.02.2025;8;2 114
38267;18.02.2025;13;4 179
39183;19.02.2025;9;4 044
37993;18.02.2025;6;2 126
35440;19.02.2025;7;1 352
37478;18.02.2025;8;2 764
37930;19.02.2025;17;10 051
34621;18.02.2025;7;2 103
36333;18.02.2025;7;3 000
39034;19.02.2025;9;7 259
40339;18.02.2025;9;2 413
36782;18.02.2025;4;3 043
38234;19.02.2025;1;914
39694;18.02.2025;5;5 379
39026;19.02.2025;4;4 734
3613;18.02.2025;4;690
39030;18.02.2025;54;31 739
37884;19.02.2025;4;1 520
37991;19.02.2025;4;1 508
39347;19.02.2025;9;2 361
40500;18.02.2025;5;1 033
37885;19.02.2025;9;3 421
35428;18.02.2025;4;679
3612;19.02.2025;4;690
38983;18.02.2025;1;519
33888;18.02.2025;9;1 860
35935;19.02.2025;1;179
33089;19.02.2025;3;837
38482;18.02.2025;56;45 170
6006;18.02.2025;4;1 719
36299;19.02.2025;4;1 221
37300;19.02.2025;7;5 269
35402;19.02.2025;2;1 613
36069;18.02.2025;5;11 248
37177;19.02.2025;2;2 367
37888;18.02.2025;7;4 841
38813;19.02.2025;2;871
27850;19.02.2025;8;2 099
32829;18.02.2025;7;1 447
36307;18.02.2025;7;15 454
33092;18.02.2025;6;1 076
38784;19.02.2025;17;14 628
32964;18.02.2025;2;2 268
35211;18.02.2025;4;1 954
37044;19.02.2025;1;207
28097;18.02.2025;7;1 014
39296;23.02.2025;12;9 588
13450;23.02.2025;3;538
32666;23.02.2025;3;1 659
36296;23.02.2025;4;785
27895;23.02.2025;5;1 381
40343;23.02.2025;2;345
39186;23.02.2025;25;13 829
37935;23.02.2025;2;968
40220;23.02.2025;5;1 381
17331;23.02.2025;64;14 577
32214;23.02.2025;3;1 348
36295;23.02.2025;6;1 034
39976;23.02.2025;7;4 841
17328;23.02.2025;3;683
39176;23.02.2025;6;1 450
39175;23.02.2025;7;1 691
1805;23.02.2025;74;51 179
11007;23.02.2025;4;3 320
40217;23.02.2025;6;1 657
9423;23.02.2025;8;1 434
8675;23.02.2025;86;15 420
39061;23.02.2025;6;9 425
37732;23.02.2025;6;1 159
30902;23.02.2025;3;1 659
37964;23.02.2025;5;2 939
22219;23.02.2025;55;12 527
38767;23.02.2025;6;2 263
17333;23.02.2025;6;1 367
37996;23.02.2025;8;2 210
22217;23.02.2025;8;1 822
37887;23.02.2025;33;12 542
38538;23.02.2025;5;2 766
37042;23.02.2025;7;1 010
33419;23.02.2025;12;2 069
4295;23.02.2025;46;27 037
39248;23.02.2025;4;1 520
40052;23.02.2025;2;552
8673;23.02.2025;1;179
32215;23.02.2025;14;3 189
39230;23.02.2025;4;1 936
39185;23.02.2025;46;25 445
37735;23.02.2025;8;1 434
38235;23.02.2025;5;2 939
39348;23.02.2025;2;816
35756;23.02.2025;4;2 542
37474;23.02.2025;2;859
38918;23.02.2025;11;6 859
31419;23.02.2025;1;645
39705;23.02.2025;1;300
37890;23.02.2025;23;15 907
31420;23.02.2025;4;1 659
9429;23.02.2025;4;1 116
32823;23.02.2025;6;1 240
37932;23.02.2025;3;1 774
13449;23.02.2025;5;1 395
17358;23.02.2025;3;1 063
30622;23.02.2025;6;7 101
36714;23.02.2025;6;3 028
39345;23.02.2025;3;787
40340;23.02.2025;3;517
36783;23.02.2025;7;5 326
40219;23.02.2025;3;829
39082;23.02.2025;6;1 367
39027;23.02.2025;7;5 326
30737;23.02.2025;3;1 659
33886;23.02.2025;53;17 037
38783;23.02.2025;2;1 721
38981;23.02.2025;6;2 760
32826;23.02.2025;3;964
39295;23.02.2025;5;4 302
17355;23.02.2025;6;2 126
34246;23.02.2025;11;11 834
36334;23.02.2025;4;3 442
19251;23.02.2025;4;3 140
24609;23.02.2025;1;588
40050;23.02.2025;34;9 392
39029;23.02.2025;1;537
37272;23.02.2025;11;10 057
1446;23.02.2025;4;4 734
34383;23.02.2025;4;679
39827;23.02.2025;1;860
30736;23.02.2025;1;692
39171;23.02.2025;3;2 904
33889;23.02.2025;4;827
32828;23.02.2025;66;13 639
38646;23.02.2025;7;4 114
17357;23.02.2025;4;911
36780;23.02.2025;2;1 106
36071;23.02.2025;33;47 726
39033;23.02.2025;1;622
22220;23.02.2025;4;911
40499;23.02.2025;5;1 179
9432;23.02.2025;7;1 952
39232;23.02.2025;4;3 011
35466;23.02.2025;1;516
38267;23.02.2025;22;7 072
39231;23.02.2025;5;4 033
39183;23.02.2025;3;1 348
38919;23.02.2025;1;484
40496;23.02.2025;2;968
37886;23.02.2025;4;1 520
37478;23.02.2025;5;1 727
39527;23.02.2025;5;2 766
37934;23.02.2025;7;4 515
37930;23.02.2025;7;4 139
34621;23.02.2025;14;4 206
35515;23.02.2025;4;3 873
36333;23.02.2025;6;4 000
39034;23.02.2025;22;11 408
40339;23.02.2025;19;3 275
39695;23.02.2025;13;8 991
35308;23.02.2025;31;20 665
38814;23.02.2025;12;8 129
39694;23.02.2025;3;3 228
39174;23.02.2025;21;7 893
3613;23.02.2025;5;1 341
39030;23.02.2025;6;5 486
37476;23.02.2025;8;4 299
37884;23.02.2025;8;3 041
37991;23.02.2025;4;1 508
40787;23.02.2025;2;2 152
17354;23.02.2025;4;911
40342;23.02.2025;5;1 341
39696;23.02.2025;7;7 531
38817;23.02.2025;8;4 988
3612;23.02.2025;3;804
33888;23.02.2025;2;413
35935;23.02.2025;6;1 073
33089;23.02.2025;8;1 434
6006;23.02.2025;3;1 289
36299;23.02.2025;3;589
37300;23.02.2025;3;1 452
35402;23.02.2025;6;3 111
35448;23.02.2025;3;537
38917;23.02.2025;2;1 383
39182;23.02.2025;6;2 073
37177;23.02.2025;2;2 367
37471;23.02.2025;1;276
27850;23.02.2025;11;2 886
32829;23.02.2025;14;2 893
33092;23.02.2025;13;2 331
35067;23.02.2025;2;413
38784;23.02.2025;11;6 085
37967;23.02.2025;7;2 660
37475;23.02.2025;5;2 687
35211;23.02.2025;3;1 466
37044;23.02.2025;5;1 607
37889;23.02.2025;8;8 607
28097;23.02.2025;12;2 705
40343;25.02.2025;1;268
40339;25.02.2025;12;2 069
40217;25.02.2025;1;276
3613;24.02.2025;1;172
3841;24.02.2025;3;632
4295;24.02.2025;13;7 641
40051;25.02.2025;4;1 105
40050;25.02.2025;13;3 591
40049;25.02.2025;4;1 105
40499;24.02.2025;2;303
39827;25.02.2025;3;1 659
39527;24.02.2025;2;1 352
39345;24.02.2025;8;2 565
39231;24.02.2025;2;1 268
39230;24.02.2025;2;1 183
13449;24.02.2025;4;717
39174;24.02.2025;5;1 477
39826;25.02.2025;6;2 696
39713;25.02.2025;9;1 551
39705;25.02.2025;11;2 125
38917;24.02.2025;2;1 383
38814;24.02.2025;2;871
39696;25.02.2025;12;8 299
17356;24.02.2025;7;1 594
17357;24.02.2025;6;1 367
38699;24.02.2025;2;1 437
38267;24.02.2025;2;413
19251;24.02.2025;4;2 019
37967;24.02.2025;2;760
39695;25.02.2025;21;14 524
22219;24.02.2025;1;228
39512;25.02.2025;1;262
39348;25.02.2025;3;787
39296;25.02.2025;9;4 978
39294;25.02.2025;8;4 979
27850;24.02.2025;3;962
27861;24.02.2025;4;2 213
37886;24.02.2025;2;929
37477;24.02.2025;2;691
28097;24.02.2025;3;531
30622;24.02.2025;9;6 848
39248;25.02.2025;7;2 660
39232;25.02.2025;3;1 452
39187;25.02.2025;2;1 106
39183;25.02.2025;11;4 942
36298;24.02.2025;5;981
31419;24.02.2025;3;1 521
39182;25.02.2025;2;691
39176;25.02.2025;31;7 490
36296;24.02.2025;2;393
39173;25.02.2025;21;5 074
39082;25.02.2025;3;683
32822;24.02.2025;1;207
32823;24.02.2025;1;207
39032;25.02.2025;3;1 556
39030;25.02.2025;2;1 176
39029;25.02.2025;4;1 382
39026;25.02.2025;6;4 565
32830;24.02.2025;34;7 026
38983;25.02.2025;7;5 646
33088;24.02.2025;9;2 510
36295;24.02.2025;2;421
33092;24.02.2025;1;279
33418;24.02.2025;1;268
38981;25.02.2025;8;3 680
38918;25.02.2025;3;1 871
33886;24.02.2025;1;321
36071;24.02.2025;8;11 570
33888;24.02.2025;44;9 092
33889;24.02.2025;13;4 179
34245;24.02.2025;11;6 846
38815;25.02.2025;9;4 355
34383;24.02.2025;12;2 037
38813;25.02.2025;11;7 451
38783;25.02.2025;1;860
38767;25.02.2025;3;1 760
38700;25.02.2025;5;5 379
35216;24.02.2025;45;29 997
38538;25.02.2025;8;6 884
38269;25.02.2025;2;578
38235;25.02.2025;3;2 743
37998;25.02.2025;4;1 105
35428;24.02.2025;6;1 019
35433;24.02.2025;1;170
37991;25.02.2025;6;2 263
35448;24.02.2025;4;716
37966;25.02.2025;11;6 085
36070;24.02.2025;5;7 231
37935;25.02.2025;35;16 937
37932;25.02.2025;4;1 520
35935;24.02.2025;25;4 472
36069;24.02.2025;1;2 250
35515;24.02.2025;2;1 521
33887;24.02.2025;2;505
36072;24.02.2025;7;15 748
33089;24.02.2025;5;1 395
32214;24.02.2025;2;1 398
36297;24.02.2025;1;305
31167;24.02.2025;2;472
36299;24.02.2025;1;305
37890;25.02.2025;21;22 593
37889;25.02.2025;9;9 683
36334;24.02.2025;1;860
36557;24.02.2025;12;8 387
37887;25.02.2025;8;4 730
37885;25.02.2025;7;4 139
36782;24.02.2025;1;1 184
36783;24.02.2025;21;24 854
37735;25.02.2025;4;1 116
37044;24.02.2025;4;1 286
37045;24.02.2025;4;827
37733;25.02.2025;1;305
37732;25.02.2025;2;601
37176;24.02.2025;22;26 038
37478;25.02.2025;4;1 382
37472;25.02.2025;6;1 657
37222;24.02.2025;14;10 388
37471;25.02.2025;8;3 438
37470;25.02.2025;8;9 468
37300;25.02.2025;9;6 775
37272;25.02.2025;4;2 351
37179;25.02.2025;62;51 559
37474;24.02.2025;1;430
37475;24.02.2025;1;537
37476;24.02.2025;3;1 267
27895;24.02.2025;2;552
37177;25.02.2025;4;4 734
37125;25.02.2025;6;1 929
37076;25.02.2025;4;831
37042;25.02.2025;1;225
37884;24.02.2025;3;1 394
36780;25.02.2025;36;19 913
27867;24.02.2025;8;4 425
36714;25.02.2025;4;2 019
37888;24.02.2025;3;2 536
36333;25.02.2025;7;3 000
36307;25.02.2025;9;19 870
37930;24.02.2025;6;2 280
35777;25.02.2025;5;2 196
37934;24.02.2025;24;9 952
35756;25.02.2025;3;1 225
37964;24.02.2025;4;2 351
35466;25.02.2025;1;332
21995;24.02.2025;2;359
35440;25.02.2025;6;1 159
37993;24.02.2025;1;354
37996;24.02.2025;6;2 578
35427;25.02.2025;9;2 378
38002;24.02.2025;1;636
38208;24.02.2025;3;886
38209;24.02.2025;6;2 255
38234;24.02.2025;3;2 155
35402;25.02.2025;5;4 033
38266;24.02.2025;1;207
17360;24.02.2025;2;709
35309;25.02.2025;2;663
38482;24.02.2025;1;519
35308;25.02.2025;1;429
38645;24.02.2025;15;8 816
38646;24.02.2025;6;3 527
17358;24.02.2025;5;1 139
35211;25.02.2025;47;22 964
35067;25.02.2025;6;1 929
34621;25.02.2025;7;2 103
38784;24.02.2025;4;2 213
38785;24.02.2025;63;54 209
34620;25.02.2025;2;601
17354;24.02.2025;2;456
34246;25.02.2025;6;4 150
38816;24.02.2025;3;1 571
38817;24.02.2025;6;2 405
17353;24.02.2025;2;456
33467;25.02.2025;82;30 848
38919;24.02.2025;4;1 936
33419;25.02.2025;4;1 073
32964;25.02.2025;2;2 268
32829;25.02.2025;6;1 929
39027;24.02.2025;66;78 113
32828;25.02.2025;9;2 893
32826;25.02.2025;4;1 286
39031;24.02.2025;3;1 901
32824;25.02.2025;1;321
39033;24.02.2025;31;30 012
39034;24.02.2025;3;1 901
39061;24.02.2025;6;14 661
39066;24.02.2025;4;2 542
32666;25.02.2025;9;7 744
39087;24.02.2025;1;629
39171;24.02.2025;1;622
32215;25.02.2025;6;2 126
13450;24.02.2025;5;1 096
39175;24.02.2025;4;1 503
31592;25.02.2025;2;456
39178;24.02.2025;3;886
31420;25.02.2025;1;645
30902;25.02.2025;2;1 106
39185;24.02.2025;3;2 028
39186;24.02.2025;4;2 213
30737;25.02.2025;3;1 659
11941;24.02.2025;5;5 379
11007;24.02.2025;5;6 456
30736;25.02.2025;45;31 123
39233;24.02.2025;1;519
30734;25.02.2025;7;2 903
24752;25.02.2025;2;456
39295;24.02.2025;1;553
24609;25.02.2025;1;588
9432;24.02.2025;5;1 096
39347;24.02.2025;1;408
22223;25.02.2025;9;2 050
22220;25.02.2025;62;14 121
9429;24.02.2025;5;897
39607;24.02.2025;3;1 140
39694;24.02.2025;1;692
22217;25.02.2025;2;456
17355;25.02.2025;4;911
39703;24.02.2025;1;193
17333;25.02.2025;2;456
39709;24.02.2025;6;1 034
17331;25.02.2025;1;354
39717;24.02.2025;1;268
17328;25.02.2025;36;8 199
9423;25.02.2025;6;1 076
39976;24.02.2025;46;31 814
8673;25.02.2025;3;538
6006;25.02.2025;2;552
5884;25.02.2025;2;829
40052;24.02.2025;1;276
3612;25.02.2025;6;1 034
40219;24.02.2025;14;3 867
40220;24.02.2025;1;276
1805;25.02.2025;4;2 766
40340;24.02.2025;7;1 207
40342;24.02.2025;4;1 073
1446;25.02.2025;2;2 367
40496;24.02.2025;6;4 517
8675;24.02.2025;2;558
40500;24.02.2025;4;1 286
40787;24.02.2025;6;6 455
40343;26.02.2025;12;3 218
40339;26.02.2025;1;172
3841;26.02.2025;4;843
4295;26.02.2025;6;3 527
40051;26.02.2025;2;552
40050;26.02.2025;5;1 381
40049;26.02.2025;4;1 105
40499;26.02.2025;11;1 668
39827;26.02.2025;1;553
39345;26.02.2025;4;1 283
39230;26.02.2025;7;4 140
13449;26.02.2025;4;717
39826;26.02.2025;7;3 145
39705;26.02.2025;21;4 056
38814;26.02.2025;3;1 306
38699;26.02.2025;4;2 874
38267;26.02.2025;6;1 240
22219;26.02.2025;6;1 367
39512;26.02.2025;8;2 099
39348;26.02.2025;8;2 099
37886;26.02.2025;12;5 574
30622;26.02.2025;8;6 087
39187;26.02.2025;46;25 445
39183;26.02.2025;8;3 595
31419;26.02.2025;9;4 562
39182;26.02.2025;1;345
36296;26.02.2025;3;589
32823;26.02.2025;6;1 240
39026;26.02.2025;8;6 087
32830;26.02.2025;5;1 033
36295;26.02.2025;3;632
38981;26.02.2025;4;1 840
33888;26.02.2025;7;1 447
38815;26.02.2025;8;3 871
38783;26.02.2025;5;4 302
35216;26.02.2025;43;28 664
35428;26.02.2025;6;1 019
35448;26.02.2025;2;358
37932;26.02.2025;8;3 041
35935;26.02.2025;2;358
35515;26.02.2025;2;1 521
36072;26.02.2025;5;11 248
36297;26.02.2025;1;305
31167;26.02.2025;2;472
37889;26.02.2025;5;5 379
36334;26.02.2025;2;1 721
36783;26.02.2025;4;4 734
37045;26.02.2025;5;1 033
37733;26.02.2025;2;611
37176;26.02.2025;5;5 918
37478;26.02.2025;2;691
37470;26.02.2025;3;3 551
37474;26.02.2025;4;1 719
27895;26.02.2025;4;1 105
37076;26.02.2025;2;415
36780;26.02.2025;5;2 766
37888;26.02.2025;3;2 536
35777;26.02.2025;6;2 635
37934;26.02.2025;11;4 562
35466;26.02.2025;2;663
21995;26.02.2025;31;5 559
37996;26.02.2025;3;1 289
38002;26.02.2025;5;3 178
38234;26.02.2025;2;1 437
38266;26.02.2025;57;11 779
38482;26.02.2025;8;4 148
38645;26.02.2025;6;3 527
35067;26.02.2025;11;3 536
38784;26.02.2025;17;9 404
17354;26.02.2025;2;456
38817;26.02.2025;7;2 806
33467;26.02.2025;9;3 386
33419;26.02.2025;13;3 486
39027;26.02.2025;1;1 184
32828;26.02.2025;4;1 286
32826;26.02.2025;2;643
32824;26.02.2025;3;964
39061;26.02.2025;5;12 218
39066;26.02.2025;6;3 814
32215;26.02.2025;15;5 314
13450;26.02.2025;7;1 534
31592;26.02.2025;11;2 505
39178;26.02.2025;7;2 067
30902;26.02.2025;5;2 766
39185;26.02.2025;6;4 056
39186;26.02.2025;8;4 425
30737;26.02.2025;9;4 978
11007;26.02.2025;3;3 874
30736;26.02.2025;1;692
30734;26.02.2025;1;415
24752;26.02.2025;3;683
39295;26.02.2025;14;7 744
9432;26.02.2025;1;219
39347;26.02.2025;4;1 633
22217;26.02.2025;4;911
17355;26.02.2025;2;456
39717;26.02.2025;4;1 073
9423;26.02.2025;5;897
8673;26.02.2025;1;179
6006;26.02.2025;4;1 105
1446;26.02.2025;4;4 734
40787;26.02.2025;15;16 138
